current_age,race,sex,citizen,military,education,homeless_12mo_prior,jail_time_served,jail_time,arrest_year,admit_year,held_by,state,sentenced,controlling_offense,controlling_offense_type,arrested_during_status,firearm_at_offense,alc_at_offense,drug_at_offense,victim_hispanic,victim_race,victim_sex,victim_age,victim_known,victim_offense,max_time_est,censored,race_white,race_black
61,Hispanic,Male,Citizen,Veteran,Some College,No,Yes,122,2015,2015,State,CA,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,0,1,N,N
43,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2007,2008,State,NY,Yes,Robbery,Violent,Parole,No,No,Yes,NA,White,NA,NA,NA,NA,1,1,N,Y
35,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2012,2013,Federal,KY,Yes,Weapons,Public order,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
25,NA,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1217,2012,2016,State,IL,Yes,Assault,Violent,None,No,No,No,No,Black,Male,Under 12 Years,Knew,Other Violent Offense,4,1,NA,NA
46,White,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,182,2015,NA,NA,NY,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,NA,1,Y,N
35,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,487,2012,2015,State,FL,Yes,Assault,Violent,None,No,No,Yes,No,White,Male,35 to 54,Stranger,Other Violent Offense,3,1,N,Y
33,Other,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,1825,2011,2016,Federal,FL,Yes,Drug Trafficking,Drug,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,5,1,N,N
36,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,152,2015,2016,State,FL,Yes,Other Property,Property,Probation,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
60,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,90,2007,2008,State,FL,Yes,Burglary,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
31,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,730,2013,2016,State,TN,Yes,Homicide,Violent,Parole,No,No,NA,No,White,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,3,1,Y,N
30,White,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,274,2014,2015,State,PA,Yes,Burglary,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
47,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,NA,2000,State,WI,Yes,Other Violent,Violent,Probation,No,Yes,No,No,American Indian/Alaska Native,Female,25 to 34,Knew,Other Violent Offense,NA,1,N,N
34,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,15,2013,2014,State,GA,Yes,Rape Sexual Assault,Violent,None,No,No,No,NA,White,NA,NA,NA,NA,1,1,N,N
43,White,Female,Citizen,Non-veteran,Some College,No,Yes,456,2012,2013,State,CA,Yes,Assault,Violent,None,No,No,NA,No,White,Female,12 to 17,Knew,Other Violent Offense,1,1,Y,N
61,White,Female,Citizen,Non-veteran,Some College,No,Yes,365,2004,2005,Federal,TN,Yes,Robbery,Violent,None,Yes,No,Yes,NA,White,NA,NA,NA,NA,1,1,Y,N
42,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,912,1994,1996,State,TX,Yes,Other Violent,Violent,None,No,NA,Yes,NA,White,NA,NA,NA,NA,2,1,N,N
37,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,912,2014,2016,Federal,ND,Yes,Homicide,Violent,None,No,No,No,NA,White,NA,NA,NA,NA,2,1,Y,N
26,Other,Male,Citizen,Non-veteran,High School Graduate,No,Yes,213,2011,2011,State,KS,Yes,Other Unspecified,Other,None,No,NA,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
38,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,No,0,2012,2012,Federal,TX,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
39,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2013,2014,Federal,NM,Yes,Other Unspecified,Other,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
25,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2008,NA,State,IA,Yes,Burglary,Property,None,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,1,N,N
43,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,122,2012,2013,State,CA,Yes,Other Public Order,Public order,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
27,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,243,2007,2008,State,CA,Yes,Assault,Violent,None,No,No,No,Yes,American Indian/Alaska Native,Male,25 to 34,Stranger,Other Violent Offense,1,1,N,N
48,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2014,2016,State,MD,Yes,Drug Trafficking,Drug,None,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
22,Black,Female,Citizen,Non-veteran,Some College,Yes,Yes,487,2014,2016,State,GA,Yes,Assault,Violent,None,No,No,No,No,Black,Female,35 to 54,Stranger,Other Violent Offense,2,1,N,Y
21,NA,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2013,2014,State,MD,Yes,Assault,Violent,Probation,Yes,Yes,Yes,NA,Black,NA,NA,NA,NA,1,1,NA,NA
54,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,487,2012,2014,Federal,NY,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,2,1,N,N
61,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2006,2008,Federal,NC,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,N,Y
30,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,318,2009,2009,Federal,NC,Yes,Robbery,Violent,None,No,Yes,No,NA,Multiple,NA,NA,NA,NA,0,1,N,Y
30,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2002,2003,State,WI,Yes,Homicide,Violent,None,No,No,No,No,Multiple,Male,35 to 54,Knew,Murder / Manslaughter / Homicide,1,1,Y,N
34,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,548,2000,2002,State,MO,Yes,Rape Sexual Assault,Violent,Probation,Yes,Yes,Yes,No,White,Female,18 to 24,Knew,Rape,2,1,N,Y
38,Black,Male,Citizen,Non-veteran,Some College,No,Yes,365,2011,2012,State,MO,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,Black,Female,25 to 34,Knew,Other Violent Offense,1,1,N,Y
52,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,61,2014,2014,State,NY,Yes,Burglary,Property,None,No,NA,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
24,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2012,2015,State,TX,Yes,Robbery,Violent,None,No,No,Yes,No,White,Male,12 to 17,Stranger,Other Violent Offense,3,1,N,Y
44,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,7,2014,2015,State,OH,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
23,Black,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,152,2014,2014,State,NY,Yes,Robbery,Violent,None,Yes,No,No,NA,Asian/Native Hawaiian/Other Pacific Islander,NA,NA,NA,NA,0,1,N,Y
22,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,213,2015,2016,State,MS,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,Y
33,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2014,2014,State,NY,Yes,Weapons,Public order,None,Yes,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
35,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2013,2015,State,TX,Yes,Assault,Violent,None,No,No,No,No,White,Male,Under 12 Years,Knew,Other Violent Offense,2,1,Y,N
21,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,548,2014,2015,State,VA,Yes,Weapons,Public order,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
39,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,1460,2006,2014,State,OK,Yes,Rape Sexual Assault,Violent,Probation,No,Yes,No,No,White,Male,12 to 17,Knew,Other Violent Offense,8,1,Y,N
52,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2009,2010,State,MI,Yes,Rape Sexual Assault,Violent,Parole,No,No,No,No,White,Male,18 to 24,Knew,Rape,1,1,N,N
49,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,73,2010,NA,State,AZ,Yes,Robbery,Violent,None,Yes,No,No,NA,White,NA,NA,NA,NA,NA,1,N,N
28,Other,Female,Citizen,Non-veteran,Some College,No,Yes,7,2014,2014,State,MD,Yes,Homicide,Violent,Probation,No,No,Yes,No,Black,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,0,1,N,N
43,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,214,2013,2015,State,NC,Yes,Assault,Violent,None,No,Yes,Yes,No,White,Female,35 to 54,Knew,Other Violent Offense,2,1,Y,N
34,White,Male,Citizen,Non-veteran,Some College,Yes,No,0,2014,2015,State,TX,Yes,Burglary,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
44,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2014,2015,State,NC,Yes,Rape Sexual Assault,Violent,Probation,No,No,No,No,White,Male,Under 12 Years,Knew,Other Violent Offense,1,1,Y,N
46,White,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,491,2011,2016,State,MI,Yes,Other Property,Property,Probation,No,NA,Yes,NA,NA,NA,NA,NA,NA,5,1,Y,N
45,Black,Male,Citizen,Veteran,High School Graduate,No,Yes,1095,2007,2014,State,MO,Yes,Assault,Violent,None,No,No,Yes,No,Black,Female,25 to 34,Knew,Other Violent Offense,7,1,N,Y
32,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,335,2005,2006,State,VA,Yes,Homicide,Violent,Probation,No,No,NA,Yes,White,Male,18 to 24,Stranger,Murder / Manslaughter / Homicide,1,1,N,Y
42,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,182,2015,2015,ICE,-1,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
30,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2013,2013,State,CA,Yes,Burglary,Property,Parole,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
26,White,Male,Citizen,Non-veteran,High School Graduate,No,No,0,2008,2010,Federal,PA,Yes,Homicide,Violent,None,No,Yes,No,Yes,White,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,2,1,Y,N
30,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,182,2014,2014,State,WI,Yes,Homicide,Violent,Parole,No,No,No,No,Black,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,0,1,N,Y
36,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,84,2015,2015,State,CA,Yes,Robbery,Violent,None,No,Yes,Yes,NA,Multiple,NA,NA,NA,NA,0,1,N,N
33,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2014,2015,State,MO,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
55,White,Female,Citizen,Non-veteran,Some College,No,No,0,2015,2016,Federal,TX,Yes,Other Property,Property,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,Y,N
47,Black,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,91,2016,2016,State,WI,Yes,Drug Trafficking,Drug,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
59,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,30,1986,1986,State,AL,Yes,Robbery,Violent,Parole,Yes,Yes,No,NA,White,NA,NA,NA,NA,0,1,Y,N
32,NA,Male,Citizen,Non-veteran,High School Graduate,No,No,0,2014,2016,State,TX,Yes,Drug Trafficking,Drug,None,No,NA,No,NA,NA,NA,NA,NA,NA,2,1,NA,NA
43,Other,Male,Citizen,Non-veteran,Some College,No,Yes,44,2012,2013,State,OH,Yes,Rape Sexual Assault,Violent,None,No,Yes,No,NA,Multiple,NA,NA,NA,NA,1,1,N,N
42,White,Female,Citizen,Non-veteran,Less Than High School,No,No,0,2011,NA,State,MO,Yes,Other Property,Property,Probation,No,No,NA,NA,NA,NA,NA,NA,NA,NA,1,Y,N
44,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1460,NA,2009,State,CO,Yes,Rape Sexual Assault,Violent,Probation,No,Yes,Yes,No,Multiple,Female,Under 12 Years,Knew,Other Violent Offense,NA,1,N,Y
26,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,213,2013,2014,State,MO,Yes,Burglary,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
26,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,30,2015,2016,State,TX,Yes,Burglary,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
51,White,Male,Citizen,Non-veteran,College Degree or More,No,No,0,2014,2015,Federal,FL,Yes,Other Property,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
26,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,372,2011,2012,State,FL,Yes,Robbery,Violent,None,Yes,Yes,No,NA,Multiple,NA,NA,NA,NA,1,1,N,Y
51,White,Female,Citizen,Non-veteran,Some College,No,Yes,62,2009,2012,State,LA,Yes,Homicide,Violent,None,No,No,NA,No,White,Male,35 to 54,Knew,Murder / Manslaughter / Homicide,3,1,Y,N
31,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2009,2010,Federal,NC,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
60,White,Male,Citizen,Non-veteran,Less Than High School,No,NA,NA,2015,2015,State,VT,No,Rape Sexual Assault,Violent,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,0,0,Y,N
30,Other,Male,Citizen,Veteran,High School Graduate,Yes,Yes,213,2015,2015,State,PA,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
45,White,Female,Citizen,Non-veteran,Some College,No,Yes,395,2004,2004,State,VA,Yes,Other Property,Property,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
41,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2015,2016,State,CA,Yes,Other Violent,Violent,None,No,Yes,Yes,Yes,White,Female,25 to 34,Knew,Other Violent Offense,1,1,N,N
32,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,213,2010,2010,State,NY,Yes,Assault,Violent,None,No,Yes,NA,Yes,Unknown,Female,25 to 34,Knew,Other Violent Offense,0,1,N,N
64,Black,Male,Citizen,Veteran,High School Graduate,No,Yes,182,2015,2016,State,GA,Yes,Drug Trafficking,Drug,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
43,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2007,2007,State,OR,Yes,Rape Sexual Assault,Violent,None,No,No,No,Yes,Unknown,Female,Under 12 Years,Knew,Rape,0,1,Y,N
41,Black,Male,Citizen,Non-veteran,Some College,No,Yes,122,2015,2016,State,NV,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
40,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,487,1993,1995,State,TN,Yes,Homicide,Violent,None,Yes,No,Yes,No,Unknown,Male,35 to 54,Knew,Murder / Manslaughter / Homicide,2,1,N,N
58,White,Male,Citizen,Non-veteran,College Degree or More,Yes,Yes,335,2002,2003,State,FL,Yes,Robbery,Violent,None,No,No,No,NA,White,NA,NA,NA,NA,1,1,Y,N
41,White,NA,NA,Non-veteran,Some College,NA,NA,NA,NA,NA,State,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N
47,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,379,2013,2014,Federal,NC,Yes,Weapons,Public order,None,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
41,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,274,2014,2015,Federal,PA,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
59,Other,Female,Citizen,Non-veteran,High School Graduate,No,Yes,487,2012,2013,State,FL,Yes,Homicide,Violent,None,Yes,Yes,No,No,White,Male,55 or Older,Knew,Murder / Manslaughter / Homicide,1,1,N,N
34,Black,Female,Citizen,Non-veteran,Some College,No,Yes,16,2007,2009,Federal,SC,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
40,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,179,1996,1996,State,OH,Yes,Homicide,Violent,None,No,No,No,No,Black,Female,18 to 24,Knew,Murder / Manslaughter / Homicide,0,1,N,Y
51,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,426,2011,2012,State,VA,Yes,Drug Possession,Drug,Probation,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
32,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,7,NA,2015,State,WI,Yes,Drug Trafficking,Drug,Parole,No,No,NA,NA,NA,NA,NA,NA,NA,NA,1,N,N
68,Black,NA,NA,Non-veteran,NA,NA,Yes,730,2011,2013,State,  ,Yes,Drug Trafficking,Drug,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,N,Y
35,Black,Male,Citizen,Non-veteran,Some College,No,Yes,669,2007,2013,State,PA,Yes,Weapons,Public order,Parole,Yes,No,Yes,NA,NA,NA,NA,NA,NA,6,1,N,Y
43,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,122,2015,2016,State,MI,Yes,Drug Possession,Drug,Probation,Yes,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,Y
42,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,182,2010,2010,State,MI,Yes,Other Violent,Violent,None,No,No,No,No,White,Female,12 to 17,Stranger,Other Violent Offense,0,1,Y,N
33,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2005,2006,State,MA,Yes,Assault,Violent,None,No,No,Yes,No,White,Male,NA,Stranger,Other Violent Offense,1,1,N,N
41,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2002,2002,State,OH,Yes,Homicide,Violent,None,No,No,No,No,Black,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,0,1,N,N
51,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,852,1987,1989,State,IL,Yes,Assault,Violent,None,No,Yes,Yes,Yes,Unknown,Female,12 to 17,Stranger,Rape,2,1,Y,N
46,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2006,2008,Federal,FL,Yes,Drug Trafficking,Drug,Parole,No,No,No,NA,NA,NA,NA,NA,NA,2,1,N,N
27,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,456,2010,2011,State,PA,Yes,Robbery,Violent,None,No,No,No,Yes,Unknown,Male,35 to 54,Stranger,Other Violent Offense,1,1,N,N
53,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,426,2011,2015,State,PA,Yes,Assault,Violent,None,No,No,No,No,Black,Female,35 to 54,Knew,Other Violent Offense,4,1,N,Y
24,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,213,2011,2013,State,GA,Yes,Robbery,Violent,None,No,No,No,NA,Multiple,NA,NA,NA,NA,2,1,N,Y
44,White,Female,Citizen,Non-veteran,Less Than High School,No,NA,NA,2013,2014,State,MO,Yes,Other Property,Property,Probation,No,NA,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
21,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,456,2012,2013,State,PA,Yes,Weapons,Public order,None,Yes,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
35,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1,2014,2014,Federal,AZ,Yes,Other Public Order,Public order,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
28,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,14,2015,2015,State,NY,Yes,Assault,Violent,None,No,Yes,Yes,No,White,Female,Under 12 Years,Knew,Other Violent Offense,0,1,Y,N
51,White,Male,Citizen,Non-veteran,High School Graduate,No,No,0,2013,2014,State,TX,Yes,Rape Sexual Assault,Violent,None,No,No,NA,NA,White,NA,NA,NA,NA,1,1,Y,N
58,Hispanic,Female,Citizen,Non-veteran,Less Than High School,No,Yes,61,2009,2009,State,OR,Yes,Robbery,Violent,None,No,Yes,Yes,No,White,Female,18 to 24,Stranger,Other Violent Offense,0,1,N,N
37,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,578,1997,1999,State,IL,Yes,Homicide,Violent,None,Yes,No,Yes,No,Black,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
41,White,Male,Citizen,Non-veteran,Some College,No,Yes,335,2013,2014,State,LA,Yes,Rape Sexual Assault,Violent,None,No,Yes,NA,No,White,Female,18 to 24,Knew,Rape,1,1,Y,N
32,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1156,2005,2008,State,CA,Yes,Homicide,Violent,None,No,No,No,Yes,Black,Male,Under 12 Years,Knew,Murder / Manslaughter / Homicide,3,1,N,N
22,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2015,2016,State,MO,Yes,Drug Trafficking,Drug,Parole,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
69,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,243,2008,2009,State,SC,Yes,Homicide,Violent,None,Yes,NA,NA,No,White,Female,12 to 17,Stranger,Murder / Manslaughter / Homicide,1,1,Y,N
41,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,335,2011,2012,State,IL,Yes,Assault,Violent,None,No,Yes,Yes,Yes,White,Male,18 to 24,Stranger,Other Violent Offense,1,1,Y,N
19,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2013,2014,Federal,AR,Yes,Homicide,Violent,None,No,Yes,Yes,NA,American Indian/Alaska Native,NA,NA,NA,NA,1,1,N,N
42,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,243,2013,2014,Federal,TX,Yes,Other Public Order,Public order,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
40,Black,Male,Citizen,Non-veteran,Some College,No,Yes,365,2002,2003,State,VA,Yes,Homicide,Violent,None,Yes,No,No,No,Black,Male,35 to 54,Stranger,Other Violent Offense,1,1,N,Y
18,White,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,182,2015,2016,State,NC,Yes,Other Property,Property,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
43,Other,Female,Citizen,Non-veteran,High School Graduate,No,No,0,2014,2015,Federal,CA,Yes,Other Property,Property,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
37,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2012,2013,State,MI,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
29,Black,Female,Citizen,Non-veteran,High School Graduate,Yes,Yes,639,2007,2009,State,TN,Yes,Other Violent,Violent,None,No,No,No,No,Black,Male,Under 12 Years,Knew,Other Violent Offense,2,1,N,Y
42,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,61,2006,2006,State,OR,Yes,Rape Sexual Assault,Violent,Probation,No,Yes,Yes,No,White,Female,Under 12 Years,Knew,Other Violent Offense,0,1,Y,N
58,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,152,2013,2015,State,FL,Yes,Drug Trafficking,Drug,Probation,No,NA,No,NA,NA,NA,NA,NA,NA,2,1,Y,N
36,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,152,2015,2015,State,OH,Yes,Drug Trafficking,Drug,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
38,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1095,2007,2010,State,SC,Yes,Other Violent,Violent,None,No,Yes,Yes,No,White,Female,18 to 24,Stranger,Other Violent Offense,3,1,N,Y
29,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2014,2014,State,PA,Yes,Weapons,Public order,None,Yes,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
42,Hispanic,Female,Non-citizen,Non-veteran,College Degree or More,No,Yes,365,NA,2016,Federal,CA,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,N
36,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2004,2005,State,AZ,Yes,Other Violent,Violent,None,No,No,NA,No,American Indian/Alaska Native,Male,Under 12 Years,Knew,Other Violent Offense,1,1,N,N
37,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,1004,NA,2015,State,SD,Yes,Drug Possession,Drug,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,N
40,Black,Male,Citizen,Veteran,High School Graduate,No,No,0,2013,2015,Federal,FL,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,N,Y
24,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2012,2014,State,NY,Yes,Homicide,Violent,None,Yes,No,No,No,Black,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,2,1,N,N
48,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,122,2007,2007,State,MI,Yes,Homicide,Violent,None,No,Yes,Yes,No,White,Male,Under 12 Years,Stranger,Murder / Manslaughter / Homicide,0,1,Y,N
30,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2014,2015,State,FL,Yes,Assault,Violent,None,NA,No,Yes,No,White,Female,35 to 54,Knew,Other Violent Offense,1,1,Y,N
23,NA,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2016,2016,State,NY,Yes,Other Property,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,NA,NA
37,White,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2016,2016,State,MO,Yes,Other Property,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
33,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,182,2013,2015,State,OR,Yes,Burglary,Property,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,2,1,N,N
52,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,4,2015,2015,State,UT,Yes,Drug Possession,Drug,Parole,No,NA,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
18,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,213,2015,2016,State,NC,Yes,Robbery,Violent,None,No,Yes,Yes,NA,Multiple,NA,NA,NA,NA,1,1,N,Y
